alpha-3,country-code,Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop,ene_tj_pc,ene_tj_voy_pc,ene_tj_stop_pc,co2e_t_pc,co2e_t_voy_pc,co2e_t_stop_pc
MCO,492,Int. Dep. Inventory,245.0,64.0,1213.0,453.6,2005.1,2000.8,2007.0,2008.6,135.4,201.1,178.3,237.2,15.0,49.1,39.0,103.6,12.0,22.8,27.6,76.7,337.5,232.7,104.8,26008.8,17933.3,8075.5,26508.2,18277.6,8230.6,0.0035895226905853883,0.002861791119919956,0.008244872719777389,0.0036354187592729727,0.0028984304928789456,0.008350715887303533
MCO,492,Domestic Inventory,8.0,2.0,0.7,0.6,2009.4,2010.5,2009.5,2009.2,153.4,153.0,257.4,308.0,73.0,73.0,216.2,230.2,26.5,26.5,22.1,21.8,3.0,2.5,0.5,229.0,189.5,39.5,233.4,193.2,40.2,3.1906868360759e-05,3.074549978427113e-05,3.933622480809823e-05,3.2009217465324385e-05,3.063732498928811e-05,4.078667152693632e-05
BEL,056,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
BEL,056,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
BEL,056,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
BEL,056,Int. Arr. Inventory,24160.0,5562.0,542562.1,581302.9,2004.5,2006.4,2008.1,2008.3,318.3,1171.4,874.7,1015.5,33.0,121.9,239.5,279.4,20.0,44.5,41.0,47.4,73877.6,65573.2,8304.4,5591537.4,4966849.1,624688.3,5698894.9,5062212.6,636682.3,0.7857342860029365,0.8064323225815869,0.6533274905927418,0.7815645508403088,0.8027570009889706,0.6459739262963763
BEL,056,Int. Dep. Inventory,24090.0,5562.0,541265.9,577790.0,2004.5,2006.4,2008.8,2009.0,325.6,1097.1,873.3,1010.0,38.0,122.1,252.2,271.4,19.0,54.8,43.8,54.9,76184.6,67125.2,9059.4,5772212.9,5086112.4,686100.5,5883039.4,5183765.7,699273.7,0.8102706677723602,0.8255191288476624,0.7127251900529702,0.8068187125607177,0.8220326833293197,0.709478773863816
BEL,056,Domestic Inventory,7268.0,2089.0,7393.1,9294.2,2005.4,2006.2,2006.8,2007.0,75.7,89.7,84.2,85.4,14.0,39.2,110.6,134.4,19.0,43.5,55.4,57.6,5029.9,2414.2,2615.7,378017.1,181368.2,196648.9,385275.0,184850.5,200424.6,0.05349611905592724,0.029690314231674942,0.20578352646108505,0.05283783744195737,0.029313275584536242,0.2033495603511841
PRY,600,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
PRY,600,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
PRY,600,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
PRY,600,Int. Arr. Inventory,388.0,35.0,603.6,734.9,1994.9,1996.6,1991.7,1991.4,658.8,535.5,567.9,530.7,142.0,122.5,172.1,172.4,23.0,36.1,136.1,147.4,305.2,192.2,113.0,23026.3,14475.9,8550.4,23468.4,14753.9,8714.5,0.0032459920745678827,0.0023637140234147643,0.0088899868066302,0.0032185309304336713,0.002339648184055165,0.008841677836355385
PRY,600,Int. Dep. Inventory,389.0,35.0,486.9,580.3,1994.9,1996.6,1992.2,1991.8,362.6,444.5,456.4,418.6,74.0,104.2,154.4,153.6,12.0,36.8,38.3,36.0,282.8,253.5,29.4,21345.7,19136.0,2209.7,21755.5,19503.4,2252.1,0.003007754124140882,0.0031175936781250926,0.0023129700187161754,0.0029836183828914507,0.0030928157567084976,0.0022849667399456037
PRY,600,Domestic Inventory,304.0,28.0,1414.3,2572.8,1997.2,1998.0,1999.1,1999.0,81.2,100.6,198.0,200.6,21.0,49.1,123.0,122.8,14.0,19.4,156.8,158.3,444.6,252.7,191.9,34296.5,19481.2,14815.3,34955.0,19855.2,15099.8,0.0047285978910644845,0.0031077551181941257,0.0150972430813481,0.00479383974507461,0.00314860359796746,0.01532016374931425
REU,638,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
REU,638,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
REU,638,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
REU,638,Int. Arr. Inventory,591.0,262.0,54316.9,63780.5,2004.9,2005.2,2004.9,2004.6,1537.0,2575.0,2537.7,2807.6,147.0,204.7,272.7,285.0,23.0,107.9,192.4,318.7,7242.2,6722.1,520.2,560446.4,520360.6,40085.8,571207.0,530351.5,40855.4,0.07702530734742961,0.08266972963993958,0.0409254082903454,0.0783371425908978,0.08410223221561301,0.04145163631596004
REU,638,Int. Dep. Inventory,603.0,264.0,33148.2,35725.4,2004.9,2005.5,2006.3,2006.8,387.2,1757.4,1533.7,1554.0,41.0,173.7,236.7,234.1,29.0,61.4,34.6,37.2,4053.2,3650.0,403.2,313237.1,282311.7,30925.4,319251.2,287732.1,31519.2,0.0431083062799428,0.04488842968503585,0.03172073168525041,0.043783123765491726,0.045628063444877555,0.03197918550228386
REU,638,Domestic Inventory,27.0,13.0,152.8,123.7,2004.6,2000.5,2000.6,1999.9,758.2,919.7,367.8,274.5,230.0,358.0,492.5,388.9,42.0,283.6,106.2,224.7,80.9,59.8,21.1,6147.9,4551.4,1596.5,6265.9,4638.8,1627.1,0.0008604218834618011,0.0007354323548397654,0.0016599886869017452,0.0008593254315166069,0.0007356129563163027,0.0016508456030218425
KEN,404,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
KEN,404,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
KEN,404,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
KEN,404,Int. Arr. Inventory,1320.0,698.0,106789.9,136920.2,2005.8,2007.5,2008.0,2008.2,2543.7,2759.4,2496.7,2705.3,194.0,268.5,302.2,329.4,53.5,100.7,81.1,94.1,12701.6,11522.1,1179.5,982517.7,891695.3,90822.4,1001382.0,908815.8,92566.2,0.13508942639033886,0.14170108922574015,0.09279415432230372,0.1373327086712145,0.14411845248447136,0.0939170943755396
KEN,404,Int. Dep. Inventory,1329.0,707.0,77345.9,96706.3,2005.9,2007.6,2007.4,2008.0,1527.6,1911.8,1798.4,1892.0,138.0,212.2,326.5,357.5,38.0,93.0,50.6,60.6,8637.6,7648.6,989.0,667951.8,591932.9,76018.9,680776.5,603298.0,77478.5,0.09186625538429734,0.09406401185999046,0.07780705267041829,0.09336385190138134,0.09566996320593964,0.0786092072114362
KEN,404,Domestic Inventory,70.0,23.0,305.8,450.9,2000.0,2003.4,2007.3,2008.1,158.9,374.1,483.0,568.3,32.0,69.4,354.7,367.0,30.0,120.9,250.2,264.5,128.7,57.9,70.8,9740.0,4387.9,5352.1,9927.0,4472.1,5454.9,0.0013688046526765612,0.0007120657750037193,0.005570009432826708,0.001361420316102293,0.0007091779559244067,0.005534507823688678
BMU,060,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
BMU,060,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
BMU,060,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
BMU,060,Int. Arr. Inventory,361.0,103.0,16995.2,3611.6,2002.0,2001.7,2007.3,2005.4,770.0,1413.7,890.6,1136.7,64.0,138.7,80.6,143.9,25.0,44.5,34.8,35.5,3459.4,2803.6,655.8,265205.1,214523.0,50682.1,270297.0,218641.8,51655.2,0.036792873469069905,0.034479233278073014,0.05159339245830163,0.03706938925974629,0.03467184204370048,0.052409046643238824
BMU,060,Int. Dep. Inventory,356.0,98.0,17736.3,3597.4,2002.2,2002.2,2007.4,2005.5,733.9,1731.0,933.3,1151.3,61.0,179.4,106.1,173.4,10.0,36.8,16.4,41.1,3194.9,2988.6,206.2,245029.9,229424.0,15605.9,249734.4,233828.9,15905.5,0.033979751241929645,0.03675440026210908,0.01622225911085971,0.03424936897246061,0.0370801863415515,0.01613762198934541
BMU,060,Domestic Inventory,19.0,4.0,37.5,10.3,2007.3,2008.5,2007.6,2007.7,1995.4,2934.3,445.5,154.2,130.0,569.8,250.8,115.8,39.0,210.6,450.2,168.4,33.5,21.5,12.0,2522.8,1617.6,905.2,2571.2,1648.6,922.6,0.00035629336336180883,0.0002644112981447317,0.0009440693953943574,0.0003526225361904115,0.00026143216344379076,0.0009360642574813791
BLR,112,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
BLR,112,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
BLR,112,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
BLR,112,Int. Arr. Inventory,2.0,2.0,105.3,180.0,2005.0,2005.0,2013.0,2013.0,1858.2,1858.2,3167.0,3170.2,176.5,176.5,298.8,298.9,87.0,87.0,166.9,166.9,11.5,10.8,0.7,892.5,837.8,54.7,909.6,853.9,55.7,0.00012230966204957618,0.00013282055906805129,5.5070714731337516e-05,0.0001247454336180765,0.0001354099990080389,5.651287572264559e-05
BLR,112,Int. Dep. Inventory,2.0,2.0,57.4,97.9,2005.0,2005.0,2012.9,2012.9,2269.6,2269.6,1725.8,1724.5,375.5,375.5,435.2,435.4,6.0,6.0,8.0,8.0,9.3,9.3,0.1,714.2,708.2,5.9,727.9,721.8,6.0,9.891129191835291e-05,0.0001143732591974886,7.867244961619646e-06,9.982651839335739e-05,0.0001144618073357565,6.087562914468106e-06
BLR,112,Domestic Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,320,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
GTM,320,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
GTM,320,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
GTM,320,Int. Arr. Inventory,2961.0,902.0,76111.6,92898.8,2006.4,2008.2,2008.0,2008.8,757.1,1539.2,1031.6,1121.2,55.0,148.8,231.3,257.1,17.0,48.4,45.5,55.9,11827.5,10664.7,1162.9,911672.4,822392.1,89280.4,929176.6,838182.0,90994.5,0.12579282851229237,0.13115661261972653,0.09148819165867486,0.12743023073303653,0.13291746549778202,0.09232245727009468
GTM,320,Int. Dep. Inventory,2961.0,901.0,80412.7,93682.7,2006.4,2008.2,2007.5,2008.0,872.8,1507.3,1089.1,1130.5,59.0,137.5,214.1,220.7,22.0,56.9,49.9,58.0,13367.8,11966.4,1401.4,1029141.0,922384.8,106756.3,1048900.5,940094.5,108806.0,0.1421748782909847,0.14716517944740082,0.11025157089213772,0.1438495467180269,0.14907857514048817,0.11039389507860278
GTM,320,Domestic Inventory,9.0,7.0,154.3,196.6,2006.8,2007.0,2005.9,2005.8,75.8,303.0,636.5,549.9,31.0,48.7,184.9,182.9,18.0,23.7,13.8,14.0,33.8,30.0,3.8,2619.1,2326.6,292.5,2669.4,2371.3,298.1,0.0003594840501978848,0.00036894599741125355,0.00029895530854154653,0.0003660899961522575,0.00037603669123757196,0.0003024504174671571
SJM,744,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
SJM,744,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
SJM,744,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
SJM,744,Int. Arr. Inventory,443.0,145.0,2924.9,1170.0,1984.3,1990.3,1999.5,1997.8,771.0,1951.4,983.7,1210.8,106.0,305.9,283.2,359.2,19.0,70.6,63.6,89.7,1125.9,922.1,203.8,85289.3,69931.6,15357.6,86926.8,71274.3,15652.5,0.011974647695792854,0.011340170140430563,0.016033445231780838,0.01192141750113436,0.011302556379316861,0.01588092975311867
SJM,744,Int. Dep. Inventory,449.0,146.0,2808.4,1258.1,1984.6,1990.5,1999.9,1998.7,670.1,1551.0,931.6,1228.2,81.0,277.8,311.5,400.3,14.0,105.0,90.6,155.6,1125.6,922.9,202.7,85255.3,69997.6,15257.7,86892.2,71341.5,15550.6,0.011971457008956778,0.01135000870036153,0.01594690553720302,0.01191667234721705,0.0113132128401827,0.015777542642954622
SJM,744,Domestic Inventory,103.0,32.0,140.6,52.4,1980.1,1979.8,1984.2,1988.2,333.0,1121.6,911.6,597.4,74.0,196.4,592.9,511.5,20.0,26.7,46.9,90.3,147.9,123.7,24.2,11114.6,9294.1,1820.5,11328.0,9472.5,1855.4,0.001573008610185419,0.0015212873293257354,0.001903873280711954,0.0015535579068003196,0.0015021328207092733,0.0018824773719173544
TUN,788,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
TUN,788,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
TUN,788,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
TUN,788,Int. Arr. Inventory,3964.0,1509.0,51173.9,55483.0,2001.3,2003.1,2005.5,2006.7,501.7,1116.0,779.1,1020.3,47.0,129.2,181.5,237.7,39.0,105.7,81.4,109.2,10646.1,8390.6,2255.5,815823.0,644134.2,171688.7,831486.8,656501.6,174985.2,0.11322790375182547,0.10318927619596212,0.1774457101093311,0.11403274121999436,0.10410689893989454,0.17753890235013076
TUN,788,Int. Dep. Inventory,3968.0,1510.0,48881.8,49995.3,2001.3,2003.1,2004.6,2005.9,564.4,1003.8,743.7,917.0,51.0,121.7,128.3,178.7,19.0,58.4,47.6,57.0,9666.7,7666.9,1999.8,743346.7,590498.3,152848.4,757619.0,601835.9,155783.1,0.10281137479431636,0.09428906891841131,0.15732916474246966,0.10390227646470264,0.09543810589296428,0.15805657037681276
TUN,788,Domestic Inventory,999.0,341.0,1895.8,2487.9,1998.9,2000.0,2003.5,2003.3,189.0,390.9,337.6,342.9,22.0,72.8,122.4,105.2,32.0,76.2,190.5,154.7,810.5,401.1,409.4,61574.7,30542.6,31032.0,62756.9,31129.1,31627.8,0.00862017226879839,0.00493280798538846,0.032208500872870825,0.008606680632174875,0.004936399344327373,0.03208937039103573
PLW,585,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
PLW,585,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
PLW,585,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
PLW,585,Int. Arr. Inventory,82.0,29.0,2153.9,3273.9,2002.4,2002.2,2006.6,2007.9,908.5,2840.9,2572.5,3070.1,74.5,299.8,1475.4,1694.7,27.0,72.8,18.3,15.9,329.8,284.9,44.8,25316.0,21914.2,3401.8,25802.1,22335.0,3467.1,0.0035076283951261064,0.0035037571554155373,0.003524525742805601,0.003538581962133874,0.003541846033311335,0.0035176982301253954
PLW,585,Int. Dep. Inventory,83.0,29.0,1132.1,1597.8,2002.0,2001.2,2004.9,2006.7,780.2,1830.8,1337.0,1474.5,69.0,236.2,335.6,393.0,17.0,127.7,55.4,61.2,209.8,177.9,31.9,16077.9,13668.9,2408.9,16386.6,13931.4,2455.2,0.0022313536606957465,0.0021878497646487336,0.002509651142756667,0.002247310380965229,0.0022092175432493187,0.0024910307446003492
PLW,585,Domestic Inventory,1.0,1.0,0.2,0.1,1979.0,1979.0,1979.0,1979.0,416.3,416.3,416.3,416.3,695.0,695.0,695.0,695.0,56.0,56.0,56.0,56.0,12.3,11.3,1.0,921.4,849.8,71.7,939.1,866.1,73.0,0.00013081816027911192,0.0001389696590249055,7.867244961619646e-05,0.00012879115733370236,0.00013734465410570617,7.406534879269529e-05
NOR,578,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
NOR,578,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
NOR,578,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
NOR,578,Int. Arr. Inventory,18288.0,3655.0,197230.0,222816.4,2000.1,2003.3,2007.3,2008.2,512.2,1115.7,891.6,1011.7,51.0,171.0,241.4,247.7,17.0,67.1,61.6,74.6,37432.6,31445.2,5987.4,2763487.1,2313367.4,450119.7,2816546.0,2357784.1,458762.0,0.3981190135336491,0.386719355926545,0.4710434248320146,0.38627006604579917,0.373893362972444,0.4654570896278696
NOR,578,Int. Dep. Inventory,18280.0,3662.0,224063.1,278275.4,2000.2,2003.2,2007.7,2008.9,526.3,1218.7,1015.5,1267.6,54.0,168.1,290.5,336.9,19.0,88.4,65.4,71.6,40254.5,32947.1,7307.4,2981880.0,2433862.7,548017.3,3039132.1,2480592.9,558539.2,0.4281316774760578,0.4051900223769437,0.5748910583253939,0.4167962309115166,0.3933681720673947,0.5666904200327807
NOR,578,Domestic Inventory,91267.0,2415.0,124613.1,63894.4,1996.9,1999.1,2004.1,2003.4,140.4,878.8,322.9,282.4,18.0,179.2,342.9,335.2,7.0,57.9,62.3,69.7,49880.0,39792.1,10088.0,3708353.4,2954159.7,754193.8,3779553.8,3010879.5,768674.3,0.5305048646115531,0.48937120078627805,0.7936476717281898,0.5183400150218215,0.4774601125522013,0.779892193664122
